0.533  0.048  0.067
0.650  0.050  0.090
0.494 -0.001 0.004
0.525  0.020 0.008
0.541  0.014 0.011
0.541  0.033 0.063
0.578 -0.060 0.089
0.533  0.048 0.067
0.568 -0.064 0.084
0.541  0.032 0.027
0.525  0.033 0.119
0.501 -0.011 0.060
0.525  0.028 0.033
0.517  0.034 0.122
0.588  0.017 0.022
0.494  0.009 0.078
0.559 -0.037 0.087
0.559 -0.037 0.142
0.559  0.024 0.106
0.568 -0.047 0.072
0.541 -0.034 0.101
0.588 -0.010 0.019
0.598 -0.010 0.070
0.559  0.017 0.075
0.588 -0.013 0.016
0.588 -0.012 0.069
0.541  0.045 0.153
0.588  0.073 0.064
0.598  0.079 0.128
0.578  0.056 0.004
0.578  0.046 0.032
0.578  0.057 0.059
0.578  0.046 0.088
0.588  0.060 0.116
0.568  0.044 0.142
0.525  0.043 0.014
0.517  0.046 0.070
0.578  0.046 0.030
0.578  0.047 0.084
0.578  0.045 0.135
0.525  0.044 0.015
0.517  0.044 0.071
0.509  0.012 0.068
0.517  0.031 0.093
