0.525  0.056 0.149
0.568  0.023 0.005
0.524  0.005 0.025
0.473  0.061 0.077
0.587  0.085 0.033
0.598  0.088 0.116
0.532  0.038 0.050
0.487  0.043 0.064
0.587  0.016 0.052
0.558 -0.043 0.053
0.598  0.014 0.135
0.568  0.012 0.031
0.568 -0.023 0.032
0.516  0.026 0.031
0.524  0.026 0.112
0.598  0.007 0.140
0.501  0.055 0.079
0.494  0.014 0.139
0.568  0.008 0.134
0.516  0.048 0.095
0.532  0.010 0.053
0.532 -0.013 0.112
0.532  0.006 0.122
0.501 -0.011 0.019
0.487  0.052 0.003
0.494  0.051 0.083
0.568  0.045 0.070
0.524  0.057 0.035
0.516  0.057 0.118
0.532  0.071 0.089
0.532  0.044 0.041
0.532  0.071 0.031
0.532  0.050 0.043
0.508  0.042 0.036
0.532  0.049 0.046
0.524  0.048 0.046
0.549  0.054 0.053
0.558  0.049 0.137
0.487  0.051 0.081
0.558 -0.034 0.023
0.587 -0.007 0.123
0.587  0.020 0.156
0.558  0.002 0.153
0.577  0.004 0.169
0.541 -0.008 0.080
0.494  0.015 0.070
0.494  0.015 0.044
0.494  0.005 0.132
0.541  0.011 0.063
0.558  0.018 0.077
0.541  0.033 0.050
0.549  0.038 0.136
0.549  0.056 0.045
0.508  0.037 0.054
0.516  0.033 0.045
0.494  0.064 0.047
0.508  0.043 0.104
0.577  0.050 0.112
0.480  0.048 0.042
0.494  0.056 0.101
0.541 -0.014 0.092
0.532 -0.013 0.111
0.568 -0.017 0.063
0.568 -0.015 0.143
0.508  0.003 0.034
0.480  0.053 0.044
0.524  0.011 0.034
0.494  0.058 0.043
0.558 -0.012 0.120
0.516  0.017 0.123
0.501  0.062 0.134
0.516 -0.004 0.001
0.516 -0.003 0.075
0.487  0.025 0.025
0.473  0.062 0.040
0.598  0.058 0.166
0.494  0.046 0.133
0.501  0.050 0.140
0.487  0.048 0.101
0.508  0.051 0.140
0.516  0.072 0.150
0.549  0.058 0.144
0.598 -0.030 0.076
0.568  0.012 0.058
0.568  0.011 0.080
0.568  0.013 0.157
0.568  0.014 0.142
0.587  0.024 0.038
0.577  0.022 0.112
0.558  0.019 0.136
0.577  0.075 0.141
0.532  0.057 0.031
0.532  0.063 0.110
0.516  0.053 0.033
0.524  0.058 0.114
0.508  0.038 0.105
0.524  0.011 0.084
0.524  0.037 0.058
0.541  0.026 0.002
0.541  0.027 0.088
0.577 -0.051 0.124
0.558 -0.031 0.055
0.568 -0.030 0.140
0.568 -0.061 0.071
0.577 -0.059 0.143
0.516  0.078 0.029
0.587 -0.093 0.051
0.587 -0.093 0.130
0.532  0.065 0.049
0.508  0.078 0.041
0.558 -0.018 0.024
0.558  0.001 0.027
0.568 -0.018 0.093
0.549  0.012 0.112
0.558 -0.015 0.027
0.558  0.018 0.042
0.568 -0.016 0.106
0.558  0.005 0.121
0.558  0.018 0.124
0.568  0.086 0.080
0.558  0.003 0.005
0.558 -0.025 0.051
0.558  0.003 0.071
0.568 -0.024 0.128
0.558  0.004 0.152
0.568 -0.016 0.040
0.558  0.017 0.060
0.577 -0.015 0.131
0.568  0.014 0.151
0.549  0.014 0.028
0.558 -0.010 0.100
0.549  0.023 0.116
0.487  0.025 0.077
0.587  0.050 0.169
0.494 -0.001 0.030
0.494  0.021 0.032
0.494  0.019 0.089
0.524  0.033 0.079
0.524  0.036 0.119
0.587 -0.041 0.023
0.587 -0.060 0.002
0.549  0.034 0.030
0.587  0.096 0.006
0.516  0.001 0.031
0.524  0.004 0.084
0.549 -0.017 0.158
0.524  0.055 0.092
0.549  0.072 0.088
0.516 -0.005 0.129
0.558 0.034 0.142
0.587 0.027 0.156
0.598 0.020 0.178
0.577 -0.048 0.119
0.598 0.047 0.145
0.487 0.018 0.062
0.501 0.048 0.065
0.508 0.030 0.091
0.508 0.027 0.139
0.568 0.041 0.071
0.598 0.060 0.132
0.568 0.042 0.128
0.532 0.061 0.043
0.568 0.040 0.077
0.598 0.061 0.128
0.577 0.041 0.136
0.568 0.089 0.135
0.577 0.028 0.157
0.532 0.060 0.049
0.558 -0.031 0.030
0.549 -0.030 0.081
0.558 -0.026 0.135
0.549 -0.028 0.029
0.558 -0.028 0.079
0.558 -0.027 0.131
0.558 -0.018 0.011
0.558 -0.018 0.062
0.558 -0.018 0.110
0.558 -0.025 0.027
0.558 -0.024 0.078
0.558 -0.025 0.131
0.549 -0.024 0.103
0.598 -0.023 0.021
0.577  0.021 0.017
0.568  0.017 0.052
0.587  0.015 0.112
0.598 -0.020 0.029
0.568  0.021 0.017
0.598 -0.014 0.078
0.558  0.017 0.048
0.587  0.018 0.100
0.549  0.062 0.119
0.549  0.061 0.005
