Processing 88 files...
3d442fa65002cf8af280f4724e0bcd68ef6f19ff	docs/BUILD_OPTIMIZATION_GUIDE.md	1	# Build Optimization Guide
0004cf50dc7e23b18a5af25cdf1f6f09610b414c	docs/BUILD_OPTIMIZATION_GUIDE.md	2	This guide explains how to use the optimized build system for the Pragati ROS2 workspace.
ce92bed95a0f467176c06d3a0460bfd4a2e93f06	docs/BUILD_OPTIMIZATION_GUIDE.md	3	## Quick Start
450dab6e9118cfdde36ccf377f3855d9ec27d869	docs/BUILD_OPTIMIZATION_GUIDE.md	4	### For Daily Development (Recommended) ```bash ./build.sh fast ``` This is the **fastest** build mo
04d4cd138720d5a4c40c151c580301453a0dcec0	docs/BUILD_OPTIMIZATION_GUIDE.md	5	### For Testing and CI ```bash ./build.sh full ``` This enables all tests and examples for comprehen
431d4fd74c85be1fd5a5a1346e33d513cde7dd7d	docs/BUILD_OPTIMIZATION_GUIDE.md	6	### For Single Package Builds ```bash ./build.sh pkg <package_name> ``` Example: `./build.sh pkg odr
ab837e1ab815c91c37954dc76d5dcd55c405780a	docs/BUILD_OPTIMIZATION_GUIDE.md	7	## Build Modes
112630c750fc1fd6c8c6ad1b2313f09002b77bde	docs/BUILD_OPTIMIZATION_GUIDE.md	8	| Mode | Tests | Examples | Use Case | Speed | |------|-------|----------|----------|-------| | `fas
0d4fa46c144b5e06b2f3d1ab397dde75569046bf	docs/BUILD_OPTIMIZATION_GUIDE.md	9	## Running the Audit
729be2f650c1a86da674056d9ac28a34cd84db91	docs/BUILD_OPTIMIZATION_GUIDE.md	10	To analyze your CMakeLists.txt configuration and find optimization opportunities:
c279ea8512db7e67d9925c4056e016823c8f56c5	docs/BUILD_OPTIMIZATION_GUIDE.md	11	```bash ./build.sh audit ```
d7242baede6cea93346c16bafec912863279fe0a	docs/BUILD_OPTIMIZATION_GUIDE.md	12	This generates reports in `log/cmake_audit/` showing: - Test executables outside BUILD_TESTING guard
27d003ccff188bb5aa0b8272a7a1d0385796a9c5	docs/BUILD_OPTIMIZATION_GUIDE.md	13	## Enabling Specific Features
bd26b18db2dda78e41ae56a07560490298667b61	docs/BUILD_OPTIMIZATION_GUIDE.md	14	### Enable DepthAI Camera Support ```bash ./build.sh fast --cmake-args "-DHAS_DEPTHAI=ON" ```
7ee71825083be385bc04bb27c8c71c3af4116093	docs/BUILD_OPTIMIZATION_GUIDE.md	15	### Enable ODrive Test Nodes ```bash ./build.sh --cmake-args "-DODRIVE_BUILD_TEST_NODES=ON" ```
3b5daa71c9979d37cc5951bb13550ef95d5205b2	docs/BUILD_OPTIMIZATION_GUIDE.md	16	### Enable All Features ```bash ./build.sh full ```
f3ee6f3630c5e0ec19e3d13762e5498b2fb424e7	docs/BUILD_OPTIMIZATION_GUIDE.md	17	### Multiple Options ```bash ./build.sh fast --cmake-args "-DHAS_DEPTHAI=ON -DODRIVE_BUILD_TEST_NODE
e4f125d7757232269e0f9dfc9197367390b56493	docs/BUILD_OPTIMIZATION_GUIDE.md	18	## Build Flags Reference
7f15020a12b9c2d5ea5d6af76dc83898fc7331b5	docs/BUILD_OPTIMIZATION_GUIDE.md	19	### Cotton Detection (cotton_detection_ros2) - `HAS_DEPTHAI` (default: OFF) - Enable OAK-D Lite came
8569fb1f12604331b9a1b2caa1a6e2cbfb6d805e	docs/BUILD_OPTIMIZATION_GUIDE.md	20	### ODrive Control (odrive_control_ros2) - `BUILD_TESTING` (default: OFF) - Enable unit tests and gt
f140c0d1a22048e0e1914ecc80442df1b792f410	docs/BUILD_OPTIMIZATION_GUIDE.md	21	### Global Flags (All Packages) - `BUILD_TESTING` (default: OFF in fast mode, ON in full mode) - `BU
4dbe1666b789869d08531ab3720f63d4d98f44fc	docs/BUILD_OPTIMIZATION_GUIDE.md	22	## Performance Optimizations
fbcff045c33a18c67dd52d62a9704735fe75f45d	docs/BUILD_OPTIMIZATION_GUIDE.md	23	### Quick Install (Recommended) The `install_deps.sh` script now includes ccache and ninja automatic
d74530e41ac37ea4991e674f04c69788780bcb40	docs/BUILD_OPTIMIZATION_GUIDE.md	24	### Manual Install If you prefer to install manually or already ran install_deps.sh before:
f6f3373d16a86f6335c936841997787a50fec1fa	docs/BUILD_OPTIMIZATION_GUIDE.md	25	#### ccache (Highly Recommended) ```bash sudo apt install ccache ccache --set-config=max_size=5G ```
5def5c97f5bee4d127e53ccfa79c38d482a539d2	docs/BUILD_OPTIMIZATION_GUIDE.md	26	#### Ninja (Recommended) ```bash sudo apt install ninja-build ``` - **10-15% faster builds** - Bette
75d6dea76324e6f9642c50a7f9d2db8b448b7934	docs/BUILD_OPTIMIZATION_GUIDE.md	27	## Raspberry Pi 4 Build Benchmarks (2025-10-06 Snapshot)
f345acfe854650dab126d323811fa509ea46bd1b	docs/BUILD_OPTIMIZATION_GUIDE.md	28	> These measurements come from the restoration analysis (`.restored/8ac7d2e/BUILD_OPTIMIZATION.md`) 
75cced42706e14405dc3bdede23f0aa42d9012be	docs/BUILD_OPTIMIZATION_GUIDE.md	29	### First Build vs Incremental
197f939ce0ab7e14f8ae54b1ee6e0468be0cc8f1	docs/BUILD_OPTIMIZATION_GUIDE.md	30	| Scenario | Command | Typical Duration | Notes | |----------|---------|------------------|-------| 
358fe2e84caca4e7471ea793bd0db8167dc0dfe1	docs/BUILD_OPTIMIZATION_GUIDE.md	31	**Why ROS 2 feels slower at first:** ROSIDL code generation, DDS layers, and stricter C++17 builds a
430e12b7af0938f0312ae84eeed003aadf39a340	docs/BUILD_OPTIMIZATION_GUIDE.md	32	### Recommended Workflow on Pi
ddcc23e4acbcbd14826f488525b14beec6bb5f32	docs/BUILD_OPTIMIZATION_GUIDE.md	33	```bash # Environment source /opt/ros/jazzy/setup.bash
aa24c693dd87a0f2c87960edbe3718b9872af14e	docs/BUILD_OPTIMIZATION_GUIDE.md	34	# Everyday development (keeps symlinks + 2 workers) colcon build --symlink-install --parallel-worker
2c204b1d441f807754d71664dcb20a6769a23c41	docs/BUILD_OPTIMIZATION_GUIDE.md	35	# Clean fallback when dependency graph changes ./build_rpi.sh --clean -j 1
f63feaa1800a58843a354bdc42a0efeee9dd4dd3	docs/BUILD_OPTIMIZATION_GUIDE.md	36	# Single package rebuild (e.g. debugging vehicle_control) colcon build --packages-select vehicle_con
547184d2eb07d1e52c4d74ab23282f7c9977fe1d	docs/BUILD_OPTIMIZATION_GUIDE.md	37	Tips:
